 A B C D E
5556 78860 7853 46204 30722 38313
5557 17415 35942 58577 20212 45478
5558 92157 38649 82953 37550 94671
5559 23321 7295 52791 65285 35629
5560 80635 28622 59310 7478 836
5561 29174 43457 53127 51830 62037
5562 15446 96304 61381 49246 52392
5563 57730 87694 71825 86918 99123
5564 32873 79124 64610 63923 39721
5565 14650 13175 51299 31458 48711
5566 52275 19392 75566 76178 27404
5567 89113 6052 50961 79196 49946
5568 34368 78405 41020 2909 69473
5569 69045 44271 82214 76363 33624
5570 50998 69427 26579 55377 43042
5571 36372 94662 21500 54288 75889
5572 71854 44073 3496 22944 18111
5573 74947 22027 19862 79802 49889
5574 22288 90798 19884 61771 67881
5575 70671 54555 42148 99491 22901
5576 27952 43898 83217 94984 84874
5577 57499 13467 72001 84637 79305
5578 90068 39215 63935 5830 18559
5579 97437 71270 86122 44013 57319
5580 51354 39290 16963 91424 9891
5581 10325 78015 81952 35760 8734
5582 6773 85680 33117 8235 87241
5583 62625 56254 37726 47472 79446
5584 34368 26427 63210 33561 70632
5585 3794 64821 55472 98734 33817
5586 56550 6206 61463 5705 49303
5587 70669 20467 48937 16937 79078
5588 18240 53504 94126 2749 74759
5589 31499 8390 691 95850 80463
5590 82643 38075 32515 64220 15387
5591 59209 7239 90272 63724 20810
5592 73673 70303 45647 17655 97045
5593 79038 36190 46562 36483 72397
5594 35042 61798 97404 19700 23198
5595 45180 58401 67422 40945 52259
5596 56817 8582 85468 89113 81124
5597 95128 93519 73273 87252 55321
5598 38916 22750 44500 57724 3355
5599 12281 22060 60912 86785 12663
5600 56685 3616 21442 4447 18218
5601 48646 55010 61902 32627 803
5602 44148 17549 74071 68906 86630
5603 68504 49519 35175 54388 50568
5604 24728 24147 23939 66757 47733
5605 25284 68846 17766 38559 10824
5606 70993 6669 1555 64239 31687
5607 31973 37782 57583 53685 18209
5608 23080 38454 99697 12184 37636
5609 80177 13200 56200 41400 19714
5610 34636 66352 59019 67438 93419
5611 47456 11472 57738 65471 13672
5612 51041 9451 27636 55283 44680
5613 17274 7458 64606 48216 76366
5614 27618 65360 36092 57467 99212
5615 75610 86845 73703 25998 89650
5616 3539 25434 81556 98110 23843
5617 10382 94032 98438 8989 77063
5618 728 43393 87789 82580 79352
5619 32977 70329 38440 303 71490
5620 72310 13733 88076 11180 73415
5621 36230 38525 28648 33451 43188
5622 16581 61107 9666 81404 78892
5623 79240 42006 55390 22855 42148
5624 36852 12520 40462 65350 98288
5625 26551 64275 36798 38770 12682
5626 69467 46943 29825 91047 21218
5627 54023 9080 75639 88925 69292
5628 52810 3206 45478 2520 85205
5629 17428 23855 37363 55132 80947
5630 1547 23511 64971 48499 22556
5631 93306 76854 92774 82853 61586
5632 11390 77813 41522 86938 37828
5633 52357 36631 62793 11426 86715
5634 67076 29194 10104 79375 14289
5635 30746 12297 818 75578 97373
5636 95825 21009 24426 20069 24342
5637 14847 73387 7375 30540 92773
5638 73097 5157 55604 57209 18458
5639 40022 70849 83365 87122 38501
5640 10152 75904 79129 51619 83756
5641 98372 34551 48632 82100 85607
5642 11009 61129 54574 76508 90607
5643 28826 89975 49980 52830 38453
5644 67534 78168 82858 98909 2150
5645 96183 92665 65808 49388 48477
5646 99105 581 67709 51118 41472
5647 39280 32955 58706 46953 13867
5648 86949 91196 17320 95459 8762
5649 98762 39967 48092 31640 85796
5650 50653 7860 35057 44947 22448
5651 49230 99494 49370 1097 9658
5652 12954 65391 70131 56851 29778
5653 12660 42904 78133 51132 32082
5654 25601 78835 42766 28536 60011
5655 43397 66190 27340 22925 52571
5656 18989 74862 29194 37953 39782
5657 13250 57245 52699 47331 22047
5658 74171 59833 31009 46956 78204
5659 71638 56845 19225 46595 25858
5660 82072 65641 24872 94612 31766
5661 41958 22433 28414 62809 91714
5662 58211 85976 83310 89253 34862
5663 3142 78630 29256 28855 53443
5664 49371 44873 85302 31115 14247
5665 67101 79259 57922 21836 74515
5666 24523 99628 13472 18810 65747
5667 2414 98452 48901 40353 61462
5668 17934 94951 98953 65840 42847
5669 33171 29216 21773 85395 32276
5670 44201 10915 11155 92476 31124
5671 52980 89842 39340 35932 20349
5672 99824 40711 4670 53249 22552
5673 43990 23096 60869 84083 2552
5674 18963 13286 84988 97151 32655
5675 75871 21810 71951 53559 42144
5676 29642 44331 81975 3530 82923
5677 77494 74672 23849 14353 3814
5678 72136 50873 86895 45377 83709
5679 92053 86556 1287 87305 97318
5680 95824 98163 15647 90016 8426
5681 44288 90516 44045 98332 11927
5682 30887 48795 10060 68769 13599
5683 22826 88481 84966 67269 49896
5684 9507 45075 9762 7750 20392
5685 95340 88125 69282 31656 78089
5686 63268 19492 6079 48330 33595
5687 84062 54279 65028 79131 81508
5688 60842 2706 44499 73305 19671
5689 42405 42281 56746 54858 87547
5690 58638 10951 52802 55502 77588
5691 34513 56055 5004 88278 1835
5692 48420 29067 34375 39956 7347
5693 97705 20667 43515 98515 43512
5694 86902 59095 25677 38885 97956
5695 4901 38023 43918 70711 66892
5696 20869 58798 50724 64052 1618
5697 59749 14801 75408 90045 47080
5698 77988 61414 6904 4647 5458
5699 74694 86368 61904 72802 6565
5700 70271 81810 82296 11700 90151
5701 97868 56059 75684 71493 48181
5702 98579 69674 1941 90278 13369
5703 64424 29014 82634 51304 92361
5704 35215 85871 23010 31179 19153
5705 50388 41589 56868 53403 24225
5706 73156 69204 99881 96856 94430
5707 26218 74086 49746 35056 47629
5708 74036 91472 85825 44231 6081
5709 79326 82251 64689 89727 47380
5710 21745 87366 26481 61002 4750
5711 30927 14032 66322 88369 59339
5712 23842 43565 84886 97212 27702
5713 20627 66707 97556 94442 65512
5714 5045 28419 19011 55304 8599
5715 60793 53172 72479 40241 68768
5716 64456 7568 61383 48130 86226
5717 16718 89206 90042 52705 17151
5718 33094 18647 50889 45172 95291
5719 39263 2790 1706 97259 98942
5720 81069 13164 78360 6364 59880
5721 8943 81678 19989 51570 21891
5722 71765 61610 45681 44670 7589
5723 3571 65051 83112 48873 24668
5724 15711 56728 22523 90655 43503
5725 77195 61880 83043 80748 40304
5726 92551 48802 2436 37810 69101
5727 39605 73626 6405 18117 49114
5728 23895 73652 45340 93134 61128
5729 76838 55364 33616 6510 35176
5730 76214 26387 23222 88971 80535
5731 21919 89528 32953 50776 77756
5732 28624 86644 24339 35169 1029
5733 67536 43362 19140 99724 14310
5734 43681 11845 2003 40499 89085
5735 41930 5286 62050 77916 73047
5736 81612 46289 49418 67023 413
5737 49506 79125 91376 82825 22068
5738 89153 10948 29734 83898 39750
5739 84083 56017 74146 44413 66401
5740 89896 90620 16874 65246 24339
5741 45745 16840 66991 80384 39615
5742 50598 90682 32008 58284 54567
5743 34238 89350 13907 43530 93236
5744 48865 73148 15663 39005 25144
5745 50974 51226 56785 69262 3216
5746 58725 85787 59320 57372 96147
5747 35170 24438 66692 17009 83405
5748 78630 85858 72108 25571 36685
5749 24780 28613 37727 89423 29299
5750 20314 72021 83082 66419 10175
5751 27941 11801 85888 32549 30553
5752 50957 97064 9788 76480 39457
5753 39619 71838 97640 67105 39327
5754 70223 86352 56766 51909 47888
5755 38831 64437 58113 74728 88821
5756 13005 236 48516 74190 21881
5757 81461 76374 49619 93438 21622
5758 39579 87444 66580 10392 43900
5759 18200 9685 4106 82937 60940
5760 17274 65973 86257 50547 81865
5761 10234 68403 13701 42300 28751
5762 64679 27763 92554 85118 59323
5763 71968 49568 73436 74192 87008
5764 35436 34920 21001 20052 17668
5765 64989 48806 45084 20624 25575
5766 96008 72833 54115 5101 42422
5767 47251 33378 9264 29367 98251
5768 9799 95587 43888 23367 20799
5769 22176 50363 23788 41448 31887
5770 42442 21620 94930 71994 94131
5771 88348 1134 38207 43080 57989
5772 33728 18522 12112 61184 43599
5773 63397 81978 65100 54703 16455
5774 64553 48360 50019 50491 30757
5775 6852 165 15427 17362 21017
5776 90703 84248 8124 5903 88541
5777 65514 11080 18641 65716 3370
5778 54390 35020 70700 38421 86426
5779 48562 67936 83882 84803 85953
5780 91234 20418 79286 54123 48726
5781 28733 85008 25202 16314 13120
5782 43011 60355 97614 41464 69974
5783 13719 44337 14391 79455 3239
5784 25188 7073 48226 52152 37144
5785 97850 65418 42919 92927 11785
5786 42325 10987 99227 62615 12157
5787 99174 26106 33218 26737 48308
5788 85178 12611 43709 99258 9383
5789 3904 88065 44094 28708 72161
5790 11621 41178 98349 11875 73693
5791 61921 37986 59187 10266 78245
5792 92571 18252 35668 70426 87810
5793 24307 68232 53343 15307 43551
5794 80114 41079 40416 40929 58803
5795 4427 26617 49889 19447 18871
5796 7351 71888 15858 75294 32792
5797 58080 88926 71193 91773 80841
5798 83857 34283 74672 18098 23101
5799 75370 66012 88162 33567 17138
5800 14531 12744 91604 22444 95299
5801 93576 44339 74608 96001 95148
5802 65643 25185 88153 91950 99425
5803 85579 87789 3839 45604 1666
5804 22705 91556 73357 61233 66213
5805 52362 11268 37264 95127 17638
5806 66380 11628 40269 66696 88493
5807 57408 73224 64559 19451 4045
5808 23626 65127 45816 84913 76868
5809 99338 7881 33304 73908 92882
5810 18095 26422 74738 30079 85806
5811 5622 66070 42566 40313 80924
5812 45645 32039 55154 64924 24350
5813 84884 30986 44753 32333 36500
5814 38156 52883 51348 84007 74375
5815 51098 34555 34577 62931 34690
5816 25997 8505 49662 10123 75077
5817 5369 71115 74104 43915 26037
5818 10824 51700 93856 63771 3284
5819 98239 4445 49082 24755 38004
5820 48862 24586 34456 71225 66662
5821 29423 99617 59209 89110 3350
5822 21723 30523 44965 71981 1680
5823 12388 87180 56326 64831 34785
5824 28740 23191 84554 18296 12941
5825 49034 66256 90396 45647 73427
5826 75855 45080 80092 60640 24497
5827 89595 59314 14049 77994 33833
5828 18946 79975 77352 21385 21084
5829 40160 43260 49250 55617 36438
5830 73322 29045 6560 29943 52647
5831 37038 26752 45754 76231 65047
5832 97440 47688 63813 90671 7604
5833 12762 76217 61715 23029 17416
5834 57201 9740 79760 90191 35151
5835 93566 31726 59623 70059 40566
5836 28246 92420 85130 37588 51821
5837 8014 54111 7193 96122 5895
5838 56546 66678 62328 99629 28166
5839 28142 27206 73883 70703 70679
5840 69980 15240 10921 33298 4914
5841 36747 78379 82896 78570 45744
5842 75150 9189 89915 71940 74765
5843 38782 2005 41382 70658 97772
5844 80842 72186 20816 11333 53109
5845 16904 8248 317 84141 2100
5846 47009 83087 98880 46533 20840
5847 97384 32144 44353 29093 477
5848 73958 19837 9378 18014 58578
5849 68704 85376 13508 49334 31212
5850 7243 37674 41156 15138 54695
5851 73956 85433 45840 10067 85537
5852 42622 38150 98605 56280 84636
5853 76553 46743 2684 98808 21790
5854 87994 46552 18852 93430 99505
5855 44144 63515 18107 48046 11005
5856 98931 47494 57450 19424 52916
5857 9045 36226 81031 70628 32775
5858 70329 13702 493 35783 34816
5859 88268 95663 45338 56467 20469
5860 17268 46771 78271 64213 42702
5861 43400 50871 76842 33912 34729
5862 41044 87230 5021 28759 6786
5863 65070 56494 26348 32774 72211
5864 19058 71453 88653 99397 6499
5865 45289 54702 43162 22992 17021
5866 9491 75828 96139 41050 92120
5867 91120 16683 81581 13689 82814
5868 58858 53395 1089 8864 46627
5869 73038 45711 25838 48374 2975
5870 36251 1782 60062 38400 31020
5871 38530 52519 264 52323 80072
5872 39989 31502 91802 82735 92526
5873 88853 53124 83575 72118 81506
5874 67932 2875 88314 83425 23589
5875 81708 95159 19761 68928 56851
5876 88050 37178 38899 12808 7781
5877 51565 48785 56572 48522 12339
5878 7285 75343 68423 43168 86724
5879 90966 4177 58692 87199 11325
5880 25569 71458 59621 93744 88776
5881 86529 27426 92784 75709 41701
5882 31805 30053 60264 81690 27651
5883 98455 54128 62116 70942 31840
5884 15954 8417 38544 1773 89830
5885 77571 98645 60057 57198 44749
5886 34397 94555 49203 61976 47017
5887 60314 98381 82376 20824 35118
5888 19912 34850 84938 91751 87302
5889 27194 45211 92014 95017 41765
5890 89793 62039 67988 50880 88174
5891 46185 46079 63002 13773 21321
5892 63374 11573 45240 29004 54902
5893 45299 51814 57941 95324 51235
5894 36772 58614 17800 48402 72914
5895 87838 9279 10613 60020 93489
5896 9202 57265 73988 92232 74997
5897 48760 25496 1170 72381 68567
5898 97998 67432 45540 31902 35491
5899 63193 89628 71555 62486 76783
5900 13977 30758 48217 34716 66981
5901 59179 16919 18557 6760 5453
5902 19146 97762 3795 9115 6867
5903 80939 64265 41952 66802 60468
5904 43508 86587 97048 22272 72508
5905 84253 86841 41798 60309 14105
5906 39209 68810 1925 94508 2804
5907 65245 86424 43595 20982 46709
5908 51969 78436 71921 60775 72376
5909 88439 71691 58321 67040 81574
5910 71943 96485 16883 87075 40228
5911 851 16444 23756 11812 83755
5912 6282 30624 68910 84271 72882
5913 32916 8095 64675 49495 84790
5914 86678 48767 32561 16800 19677
5915 72007 87453 60119 55156 74262
5916 480 72083 3734 30045 85004
5917 75143 93997 10372 28400 27877
5918 37914 30955 99420 17872 69396
5919 60331 94392 41411 29796 80920
5920 3383 87676 8666 90442 37114
5921 66818 97695 62328 53036 34680
5922 92084 66786 28232 56880 71911
5923 33899 57090 17261 15388 14530
5924 5565 62133 28544 11248 58094
5925 40018 61701 28459 62241 3070
5926 20346 35943 8096 92224 83143
5927 1708 3078 53101 8792 47930
5928 84145 45298 28184 89422 91452
5929 68604 30610 37062 3765 25146
5930 40754 63865 64697 57744 13898
5931 701 13909 53524 4308 81066
5932 86443 33581 20121 14168 97548
5933 75213 65933 60153 6683 94109
5934 87401 5650 45719 28848 13869
5935 87117 63533 63640 27357 25629
5936 76300 25901 63499 49766 10192
5937 16057 95199 84523 19297 73325
5938 66938 61544 2159 64312 69994
5939 88334 73603 28202 64616 95960
5940 21162 77658 89649 96911 70682
5941 61083 5570 25488 83705 41009
5942 58140 57524 7051 14977 81356
5943 74753 61596 80230 77442 13036
5944 77353 24629 86771 65310 14985
5945 10157 10450 75855 12108 79867
5946 60865 29513 33842 6193 46412
5947 91446 62564 89427 37315 75417
5948 85669 74186 64274 98318 2130
5949 12663 85082 32634 21593 18030
5950 18806 50327 61291 33869 91352
5951 98468 19214 94124 69599 37090
5952 47293 1192 76985 338 54124
5953 68716 61806 80137 46217 91917
5954 92418 10403 78059 43756 58600
5955 719 61922 578 48552 36645
5956 32453 39595 34055 84677 82438
5957 57748 96754 65452 61845 23519
5958 97543 28963 27795 84723 3004
5959 92448 68 8138 90078 77826
5960 44424 34782 58327 29267 76217
5961 44763 86125 78416 15216 12543
5962 56332 89052 41798 95497 22534
5963 22563 78224 80286 88558 90710
5964 80395 99200 96620 79921 93241
5965 43628 82465 16396 43063 96411
5966 21897 47467 85019 27473 96131
5967 39564 24227 25344 56725 67740
5968 87680 49842 25802 20877 4176
5969 2082 14947 65721 16726 77894
5970 38201 87976 31929 27482 51495
5971 1303 80178 3613 14614 69754
5972 73826 36299 71728 63857 66827
5973 54007 4309 44940 29789 29612
5974 35810 88934 75178 41541 21714
5975 7295 13505 87753 28703 55855
5976 86046 92328 4790 58614 29080
5977 9141 33030 59430 17066 11074
5978 35213 92404 41761 38670 21540
5979 76911 82135 27740 63343 56115
5980 3282 20087 55398 93523 37953
5981 54801 95989 20047 56517 39279
5982 68325 13091 81762 78335 48419
5983 97965 37108 66114 46764 82925
5984 54130 80630 23948 33817 35543
5985 50674 42416 52697 20188 17303
5986 59390 69296 38372 35000 3805
5987 73587 82513 6342 47015 43108
5988 97845 69924 965 20740 57204
5989 31876 14517 25186 47434 75960
5990 53616 10735 69191 37278 41072
5991 34779 64715 9694 36902 66082
5992 29110 65786 27540 50047 80620
5993 30965 96255 62959 17131 48766
5994 21155 36498 89904 69732 16484
5995 41572 33408 65721 92889 78644
5996 58577 34183 17375 56816 55745
5997 49414 73436 51327 14931 28254
5998 25412 32551 9584 20523 90656
5999 13747 28499 72784 20566 23222
6000 18737 81748 55917 99061 47371
6001 60265 91583 89498 87579 27711
6002 38121 50106 16003 65166 86022
6003 81231 80650 20925 21578 43347
6004 22551 84689 38720 1731 27430
6005 80901 22297 39917 91474 68620
6006 53060 85113 30144 50770 2016
6007 57643 96999 50174 35381 87965
6008 89066 37752 92691 64041 12710
6009 6713 19565 61462 45342 83160
6010 54916 51507 49019 95326 7107
6011 70948 65476 69472 84341 70838
6012 30093 87433 93368 66427 22169
6013 8092 73589 16109 64609 18035
6014 61280 34461 98858 69477 30372
6015 14890 2481 91846 90337 16210
6016 51912 80334 78588 70839 91537
6017 52850 9941 54696 14506 94261
6018 83045 29726 5299 31311 16366
6019 61925 89444 77911 63801 15566
6020 34845 96734 82930 47861 95806
6021 28518 66177 41579 19202 56749
6022 98894 21347 35687 32706 93543
6023 59956 45625 78689 76172 67470
6024 39909 39430 45234 89647 18396
6025 21704 5996 26244 97338 40645
6026 98994 90309 11856 3277 12090
6027 79143 18550 72095 54033 17083
6028 82564 26004 38485 66770 42023
6029 81986 51453 93123 20915 4338
6030 20081 66457 18304 37920 44232
6031 93856 46962 8491 87829 21065
6032 42089 82653 77661 79795 48276
6033 66302 19479 87429 99586 89724
6034 80600 32967 9532 26420 61685
6035 49837 52056 2128 80554 44606
6036 48870 16494 35846 30019 81039
6037 33352 75802 81085 59082 69790
6038 49138 77509 22581 49365 78548
6039 68330 70142 13456 35271 87367
6040 41197 86269 49176 25675 6754
6041 59813 99460 24230 11349 82112
6042 35575 2141 43769 74128 42021
6043 37568 80055 30128 94433 5563
6044 76268 470 66010 48914 14856
6045 83531 32292 75505 89557 68739
6046 58997 12376 15415 18049 64040
6047 22684 5741 2521 32572 15126
6048 70593 81262 87579 45467 2701
6049 26049 49773 59917 99562 16193
6050 94576 88476 36820 95596 78723
6051 56111 45974 13739 17510 61292
6052 86849 55138 34207 67828 7896
6053 38762 32578 78393 46680 25463
6054 18455 78414 714 57909 79089
6055 11415 48578 66060 99043 87810
6056 77217 92100 46441 51440 24017
6057 32623 35870 50391 17942 91631
6058 54614 34013 80809 81408 39613
6059 53294 5474 19166 79853 95812
6060 52004 63411 93183 56161 24958
6061 83426 37604 14891 74298 95699
6062 82863 66566 98569 9596 6375
6063 20092 46275 57937 83496 71330
6064 81011 43866 50758 99259 74355
6065 68881 72766 43361 65896 33303
6066 23627 72016 70387 37439 36163
6067 42757 75526 91348 34179 32760
6068 4716 52793 61044 8437 82727
6069 56327 85045 98416 61473 32779
6070 40452 13904 1751 58455 39618
6071 91092 30766 84658 39381 18383
6072 21240 81813 6573 18601 37686
6073 38778 61193 45008 96988 12543
6074 26561 26763 36609 53990 95933
6075 13832 80131 93543 5728 17299
6076 16420 43473 40664 31377 65457
6077 10612 78692 19449 21614 22074
6078 25707 15874 77877 52283 95681
6079 77969 67515 94124 99178 98734
6080 70904 22083 91334 82956 24292
6081 52783 57106 88930 40779 64791
6082 4238 50819 77974 39433 38010
